SMILES,148_KAG,290_KBA,178_KAA,154_KAN,212_KAL,342_KAI,104_KAF,260_KAF,140_KAC,168_KAK,314_KAF,340_KAH,22_KAI,156_KAE,80_KAD,92_KAM,222_KAV,210_KAF,216_KAA,204_KAM,296_KAW,220_KAH,286_KAM,200_KAR,134_KAC,216_KAN,134_KAH,322_KAK,72_KAI,182_KAD,304_KAQ,140_KAD,268_KAL,192_KAO,284_KAJ,310_KAQ,58_KAF,8_KAI,34_KAS,56_KAS,22_KAJ
c1(cccc(c1)n1cc(nn1)C(F)F)C#N,-5.9,-5.8,-5.9,-5.3,-5.3,-5.5,-6.1,-5.2,-5.2,-4.9,-5.1,-4.9,-5.9,-5.4,-4.6,-5.0,-5.2,-6.3,-6.0,-4.7,-6.2,-4.9,-5.0,-6.0,-5.6,-5.3,-5.9,-4.8,-5.3,-6.1,-5.8,-5.3,-5.4,-6.7,-4.5,-5.9,-5.4,-5.8,-4.9,-5.3,-5.4
[C@H]1([C@@H](CCC2=C[C@@H](C[C@H](C)[C@]12C)O)OCO)C(=O)C,-6.4,-5.8,-6.1,-5.2,-4.8,-5.0,-5.8,-5.5,-4.7,-5.1,-5.4,-5.0,-5.4,-5.4,-5.1,-5.5,-4.8,-6.6,-6.8,-4.5,-6.3,-4.8,-5.0,-5.1,-4.7,-5.4,-5.6,-4.5,-5.5,-6.5,-5.9,-4.9,-5.8,-6.3,-4.8,-5.3,-5.2,-5.4,-5.3,-6.3,-5.8
N(c1nc(N)nc(n1)CSc1nc2ccccc2[nH]1)c1ccc(C)cc1,-8.5,-8.3,-7.0,-6.3,-7.5,-7.0,-8.4,-7.5,-7.4,-6.9,-7.9,-7.3,-7.7,-7.0,-6.8,-7.3,-6.8,-7.9,-7.9,-6.2,-8.3,-7.3,-6.3,-6.9,-7.6,-7.5,-8.3,-6.8,-7.7,-7.8,-6.8,-7.7,-7.6,-9.0,-7.1,-8.6,-7.9,-6.8,-7.2,-7.6,-7.5
[C@H]1(CNCc2sccc12)c1ccccc1,-6.6,-6.6,-5.8,-5.3,-5.2,-5.5,-6.4,-5.6,-5.0,-5.1,-5.5,-5.2,-6.1,-5.6,-5.2,-5.5,-5.4,-6.7,-6.5,-4.7,-6.4,-5.3,-5.2,-4.9,-5.5,-5.8,-6.0,-4.9,-5.6,-6.3,-6.1,-5.2,-5.8,-7.5,-4.7,-6.1,-5.4,-5.2,-5.3,-6.1,-5.7
N1(C(=O)c2ccc(cc2C1=O)C(=O)Nc1nccs1)CCOC,-7.2,-6.6,-6.4,-5.6,-6.2,-6.3,-7.1,-6.1,-5.9,-6.4,-6.2,-6.0,-6.7,-6.0,-5.8,-5.6,-5.8,-7.2,-7.1,-5.2,-7.1,-5.8,-5.7,-6.3,-6.2,-6.3,-6.8,-5.6,-6.4,-7.1,-6.2,-5.7,-6.2,-7.6,-5.7,-7.2,-6.3,-6.4,-5.5,-6.5,-6.5
[C@H]1(C[C@@]1(c1ccccc1)c1ccccc1)C(=O)NNC(=O)C(C)(C)C,-8.3,-7.6,-6.3,-6.4,-5.8,-5.7,-7.7,-7.3,-6.1,-6.9,-6.5,-6.7,-6.1,-7.0,-6.0,-6.4,-7.1,-8.4,-8.3,-5.4,-8.1,-6.6,-6.7,-6.1,-7.0,-6.5,-7.6,-6.3,-7.1,-7.1,-7.2,-6.9,-7.4,-8.5,-6.3,-7.1,-7.2,-7.2,-6.2,-6.9,-7.1
N(=N\C(=O)CNC(=O)c1ccco1)\c1c(n(C)c2c1cccc2)O,-7.5,-6.9,-5.9,-5.8,-6.3,-6.6,-6.6,-6.4,-6.1,-5.3,-6.0,-6.3,-6.6,-6.2,-5.9,-6.1,-6.1,-7.4,-7.0,-5.1,-7.9,-5.6,-5.4,-5.3,-5.8,-6.3,-7.3,-5.7,-6.2,-7.1,-6.6,-5.8,-6.0,-7.4,-5.3,-6.8,-6.9,-7.1,-6.0,-6.3,-6.8
N(C(=O)C[C@@H]1SC2=NCCCN2C1=O)c1ccc(C)cc1C,-7.7,-7.0,-6.1,-5.7,-6.1,-5.9,-7.5,-6.8,-6.4,-6.2,-6.5,-6.6,-7.1,-6.6,-5.9,-6.1,-6.5,-7.6,-7.4,-5.0,-7.5,-6.1,-6.2,-6.7,-6.4,-6.6,-7.1,-5.7,-6.6,-6.9,-6.8,-6.2,-6.7,-8.1,-5.7,-7.0,-6.6,-6.8,-6.1,-6.9,-6.8
C(c1c[nH]c2ccc(cc12)n1cnnc1)CN1CC[C@@H](C1)CNCc1ccoc1,-7.9,-6.8,-6.4,-5.8,-7.0,-6.1,-7.9,-7.1,-7.1,-6.3,-7.0,-7.0,-7.4,-6.8,-5.7,-5.7,-6.7,-8.4,-7.2,-4.9,-7.8,-6.3,-6.2,-6.6,-7.1,-7.4,-7.3,-5.9,-6.6,-7.9,-7.3,-7.4,-6.7,-8.4,-6.2,-7.9,-7.2,-7.1,-6.3,-7.3,-6.9
c1(cccnc1O)OC(=O)NCC,-5.0,-5.1,-5.1,-4.7,-5.1,-4.9,-5.0,-4.4,-4.7,-4.8,-4.6,-4.5,-4.8,-4.9,-4.4,-4.4,-4.9,-5.3,-5.2,-4.6,-5.0,-4.5,-4.1,-6.1,-5.2,-4.9,-4.9,-4.7,-4.4,-5.1,-5.2,-5.0,-4.9,-5.6,-4.1,-5.6,-5.0,-5.2,-4.6,-4.8,-5.1
O=C1N(CCC[C@@]1(O)CN1CCc2[nH]ncc2C1)CC1CCCCC1,-7.9,-7.2,-6.2,-6.4,-6.5,-6.8,-7.4,-6.4,-6.0,-6.6,-6.9,-6.7,-6.6,-7.0,-6.1,-5.9,-6.4,-8.7,-7.9,-5.0,-7.9,-6.3,-6.4,-6.3,-6.7,-7.2,-7.2,-5.7,-7.1,-7.6,-7.0,-6.0,-6.8,-8.8,-6.1,-7.3,-6.8,-6.9,-6.7,-6.7,-7.1
[C@@H]1(CN[C@H](Nc2ccc(Cl)cc2Cl)N1)CCN,-6.4,-6.3,-5.5,-5.7,-6.2,-5.2,-6.4,-5.4,-5.3,-5.6,-5.6,-5.5,-6.3,-6.0,-5.1,-5.0,-5.5,-6.4,-6.2,-5.1,-6.7,-4.9,-5.3,-6.5,-5.8,-5.8,-5.8,-5.3,-5.7,-6.0,-5.8,-5.5,-5.5,-7.0,-5.1,-6.7,-6.6,-6.0,-5.5,-5.9,-6.2
c1(ccc2cc(n(c2c1)O)C(=O)O)c1ccc(cc1)CCC(=O)O,-8.4,-7.2,-6.5,-6.7,-7.0,-7.2,-8.1,-6.6,-6.9,-6.8,-7.2,-7.0,-7.6,-6.9,-6.1,-6.2,-6.8,-8.4,-7.9,-5.4,-7.9,-6.2,-6.2,-6.8,-7.1,-7.2,-7.1,-6.2,-7.2,-7.3,-7.3,-6.4,-7.2,-8.3,-6.1,-7.5,-7.5,-7.2,-6.9,-6.7,-7.3
c1(c(N)n[nH]c1NCCN(C)C)c1sc2cc(c(cc2n1)F)OC,-7.6,-6.6,-5.4,-5.4,-5.8,-6.5,-6.9,-6.2,-5.6,-6.2,-6.2,-5.6,-6.8,-6.0,-5.6,-6.0,-6.1,-6.8,-6.7,-4.7,-7.1,-6.4,-5.4,-6.8,-6.4,-6.0,-7.0,-5.8,-6.5,-6.8,-6.1,-6.4,-5.9,-7.7,-5.8,-7.5,-6.8,-6.1,-5.7,-6.7,-6.7
Cc1ccc2nc([nH]c(=O)c2c1)c1cccc2ccccc12,-9.3,-8.3,-7.7,-6.9,-7.3,-6.8,-9.4,-8.1,-6.8,-7.5,-7.4,-7.3,-8.3,-7.4,-6.7,-7.5,-7.7,-9.5,-9.0,-6.7,-8.9,-7.1,-7.6,-8.3,-8.0,-7.6,-9.0,-7.0,-7.8,-8.6,-7.8,-6.6,-8.5,-9.7,-6.7,-8.5,-8.3,-7.4,-7.8,-8.3,-7.9
CC1=C(C2=C(C)C3(CC3)[C@](C)(C(=O)C2=C1)O)CSc1ccc(C)cc1,-8.7,-7.4,-6.4,-5.9,-6.8,-5.6,-7.1,-7.6,-5.7,-6.1,-7.7,-6.8,-7.9,-6.9,-5.9,-6.2,-6.3,-8.8,-7.4,-6.2,-8.1,-5.4,-6.7,-6.0,-6.8,-7.1,-8.1,-6.0,-6.9,-7.3,-8.1,-5.8,-8.0,-9.3,-6.0,-7.7,-7.3,-6.5,-6.0,-7.0,-7.3
N1(C(=O)c2ccc(cc2C1=O)C(=O)Nc1ccncc1)CC(C)C,-7.5,-7.0,-6.4,-6.0,-6.3,-6.9,-7.3,-6.6,-6.1,-6.0,-6.6,-6.6,-7.3,-6.5,-6.2,-6.3,-6.3,-8.0,-7.4,-5.2,-8.0,-6.0,-5.9,-6.6,-6.6,-7.0,-7.4,-5.8,-6.8,-7.2,-6.8,-6.1,-6.5,-8.3,-5.9,-7.5,-6.9,-6.9,-6.1,-6.7,-6.9
[C@H]1(C[C@@H](c2cc(Cl)ccc12)c1ccc(F)cc1)N1CCN(CC1)CCn1ccn(c1=O)CC,-8.7,-7.9,-7.6,-6.3,-6.5,-5.4,-8.6,-7.2,-7.7,-6.8,-7.2,-7.1,-8.5,-7.8,-7.4,-6.4,-7.2,-9.1,-8.5,-6.2,-8.4,-5.8,-7.5,-6.4,-7.9,-8.3,-8.0,-6.5,-7.9,-8.2,-8.1,-7.1,-7.6,-9.6,-6.2,-7.5,-8.1,-7.8,-7.0,-7.5,-7.2
c1(ccc2nc(N[C@H]3CCC[C@@H](C3)NCc3ccsc3)ccc2c1)OC,-7.9,-7.1,-6.8,-6.1,-6.7,-6.9,-7.8,-6.8,-6.6,-6.7,-7.1,-7.2,-7.3,-7.1,-5.6,-6.5,-7.0,-8.5,-8.0,-5.0,-8.5,-6.6,-6.4,-6.7,-7.1,-7.2,-7.6,-6.1,-7.1,-7.6,-7.1,-6.3,-6.7,-8.8,-6.3,-7.7,-7.1,-7.2,-6.4,-7.2,-7.4
C(c1c([nH]c2ncccc12)C1CC1)N(C)CCOc1c(cccc1)OC,-7.0,-6.5,-6.1,-5.1,-6.6,-4.8,-6.9,-6.4,-6.1,-5.0,-5.9,-5.9,-7.2,-5.9,-5.9,-6.4,-6.2,-7.2,-6.9,-4.0,-6.9,-5.9,-4.9,-5.5,-6.4,-6.4,-7.0,-5.5,-5.9,-6.4,-6.3,-6.1,-6.8,-7.5,-5.2,-6.7,-6.5,-6.0,-5.6,-6.4,-6.8
O=C(N(Cc1ccccc1)C[C@@H]1C=CCCC1)c1cc(Br)c[nH]1,-7.7,-7.4,-5.9,-5.5,-6.5,-5.2,-7.2,-6.9,-6.0,-5.6,-6.1,-6.2,-6.2,-6.2,-5.8,-5.9,-6.6,-8.0,-7.1,-5.3,-7.9,-5.5,-6.6,-5.6,-6.7,-6.2,-7.5,-6.2,-6.6,-7.0,-6.5,-5.9,-6.9,-8.0,-5.7,-7.0,-6.7,-6.3,-5.3,-6.6,-6.7
n1(cnc2c(Cl)ncnc12)[C@@H]1[C@@H](CCCC1)CO,-6.3,-6.2,-5.5,-5.1,-5.4,-5.4,-5.6,-5.4,-5.0,-5.4,-5.7,-5.2,-5.4,-5.6,-5.0,-5.0,-5.1,-6.7,-6.2,-4.4,-6.3,-5.1,-5.0,-5.5,-5.4,-5.3,-6.3,-4.9,-5.7,-6.4,-5.5,-4.8,-5.7,-6.3,-5.0,-6.5,-5.6,-5.5,-5.5,-6.2,-6.1
[C@H]1(O[C@H]([C@@](C)([C@H]1O)O)n1cnc2c(nc(Cl)nc12)NC1CCCC1)COC(=S)NCCC,-7.1,-7.0,-6.2,-6.5,-6.0,-6.5,-7.1,-6.6,-6.5,-7.2,-6.8,-6.7,-7.0,-6.5,-5.9,-6.0,-5.9,-7.9,-7.4,-5.3,-8.1,-5.6,-6.0,-6.1,-6.4,-7.2,-7.0,-6.0,-6.8,-7.2,-6.6,-6.3,-6.6,-7.6,-6.2,-7.5,-7.3,-6.3,-6.6,-7.0,-7.3
C(=O)(Nc1ccc(cc1)OC)CSc1n(c(C)nn1)CC,-6.1,-6.1,-5.5,-5.3,-5.4,-5.6,-6.3,-5.5,-5.1,-5.5,-5.6,-5.4,-6.0,-5.8,-5.0,-5.1,-5.6,-6.3,-6.3,-4.2,-6.4,-5.0,-5.0,-5.7,-5.5,-5.9,-6.1,-4.8,-5.3,-6.4,-5.7,-5.3,-5.6,-6.8,-4.8,-6.6,-6.1,-6.1,-5.4,-5.8,-5.8
C(CNC(=O)[C@]1(C)CC1(Br)Br)CCNC(=O)[C@]1(C)CC1(Br)Br,-6.7,-6.3,-5.9,-5.2,-5.5,-5.6,-6.4,-5.5,-5.2,-5.6,-5.5,-5.4,-5.9,-5.3,-4.5,-4.9,-5.3,-5.9,-6.5,-4.1,-6.8,-4.9,-4.7,-5.8,-5.2,-5.8,-6.2,-5.1,-5.5,-6.5,-5.7,-4.7,-5.7,-6.8,-4.5,-6.1,-6.1,-6.2,-5.1,-5.7,-5.6
N1(CC[C@@H](CC1)CN1CC[C@@H](CC1)Oc1ccc(Cl)c(Cl)c1)[C@@H](C(=O)O)Cc1c(cccc1)C#N,-8.5,-7.7,-7.6,-6.4,-6.8,-6.0,-8.1,-7.4,-7.2,-6.7,-7.6,-7.2,-7.5,-6.9,-6.6,-6.8,-7.1,-8.8,-8.7,-5.8,-8.9,-5.7,-6.7,-5.5,-8.2,-8.1,-8.6,-6.5,-7.7,-8.0,-8.0,-6.8,-7.3,-9.6,-6.5,-7.9,-7.6,-7.1,-6.8,-7.3,-7.6
c1(ccc(cc1)/N=C/c1ccncc1)N(C)C,-6.3,-5.7,-5.6,-4.7,-5.3,-5.5,-5.9,-5.2,-5.0,-5.1,-5.5,-5.0,-5.7,-5.6,-4.8,-5.0,-5.3,-6.7,-6.2,-4.4,-6.1,-5.1,-4.8,-6.0,-5.5,-5.4,-6.0,-4.6,-5.3,-5.8,-5.4,-5.0,-5.4,-6.8,-4.7,-5.9,-5.4,-5.8,-5.0,-5.6,-5.4
C1(CCC1)(NC(=O)c1ccc2c(c(n(C)c2c1)c1ncc(Cl)cn1)C1CCCC1)C(=O)Nc1ccc(c(c1)OCC)/C=C/C(=O)OCC(=O)OCC,-8.0,-7.1,-6.6,-5.7,-6.8,-6.5,-7.7,-7.7,-6.4,-7.1,-7.0,-6.7,-7.8,-6.2,-5.5,-5.9,-6.6,-8.8,-8.5,-5.7,-8.4,-6.2,-6.9,-5.5,-6.7,-7.9,-7.9,-7.1,-7.4,-8.2,-7.4,-6.5,-7.3,-8.1,-6.3,-6.8,-7.0,-7.1,-7.1,-7.3,-7.4
c1(cc(c(cc1O)O)O)Cc1ccc(c(c1)O)O,-7.1,-6.7,-6.4,-6.7,-5.9,-6.3,-7.4,-6.0,-6.2,-6.0,-5.8,-5.7,-6.2,-6.3,-5.7,-5.8,-5.9,-7.2,-7.1,-5.5,-7.0,-5.8,-5.6,-6.7,-6.5,-6.4,-6.5,-5.6,-6.3,-6.8,-6.2,-5.9,-6.0,-7.5,-5.3,-6.7,-6.5,-6.4,-5.8,-6.7,-6.6
c1(ccc(cc1Cl)Cc1ccccn1)C#N,-6.5,-6.2,-5.9,-5.6,-5.3,-5.1,-6.5,-5.4,-5.2,-5.1,-5.1,-5.0,-6.0,-5.6,-4.7,-5.2,-5.4,-6.5,-6.0,-4.9,-6.7,-4.9,-5.1,-6.6,-6.1,-5.5,-5.8,-4.9,-5.4,-6.0,-5.8,-5.2,-5.8,-7.0,-4.5,-5.8,-5.5,-5.6,-5.2,-5.8,-5.4
N(c1cccc(c1)N(=O)=O)(/N=N/c1cccc(c1)N(=O)=O)CC=C,-7.1,-6.8,-6.3,-5.7,-6.1,-6.0,-7.0,-6.1,-5.8,-5.7,-6.0,-5.8,-6.5,-6.2,-5.7,-5.7,-6.1,-7.1,-7.2,-5.3,-7.6,-5.6,-5.8,-6.1,-6.6,-6.5,-6.5,-5.6,-6.3,-6.7,-6.5,-5.8,-6.5,-7.7,-5.4,-6.9,-6.2,-6.6,-5.6,-6.4,-6.2
c1(ccc(cc1)NC(=O)c1cccc2c(=O)c3cccc(F)c3[nH]c12)OCCCN(C)Cc1ccc(c(c1)OC)OC,-8.5,-7.5,-7.5,-7.3,-6.3,-7.2,-8.8,-7.7,-6.4,-7.2,-8.0,-7.0,-8.3,-7.5,-6.1,-7.2,-7.1,-8.6,-8.9,-6.4,-8.9,-6.3,-6.8,-7.3,-7.6,-8.0,-8.6,-6.9,-8.0,-7.9,-7.9,-6.2,-7.8,-9.4,-6.6,-7.6,-7.8,-8.6,-6.8,-7.6,-7.2
c1(cccc(n1)c1cnc2ccccn12)NCCCN(C)C,-6.9,-6.3,-6.4,-5.7,-5.8,-6.0,-6.2,-5.8,-5.8,-5.6,-6.1,-5.9,-6.6,-6.1,-5.4,-5.8,-6.0,-7.0,-6.5,-4.5,-7.0,-5.8,-5.2,-6.6,-5.8,-6.1,-6.5,-5.2,-6.0,-6.9,-6.0,-6.2,-5.9,-7.3,-5.1,-6.8,-6.6,-6.4,-5.9,-6.1,-6.2
[C@@H]1(CC[C@@H]2[C@@]1(C)CC[C@@]1(C)C3=C([C@H](C[C@]21C)O)[C@@]1(C)CC[C@H](C(C)(C)[C@H]1CC3=O)O)C(C)C,-8.6,-8.3,-6.3,-6.8,-6.3,-6.1,-7.0,-8.2,-7.7,-7.8,-7.4,-6.5,-6.7,-5.8,-6.4,-7.1,-7.1,-8.9,-8.1,-6.0,-10.5,-6.2,-8.5,-5.2,-6.9,-7.6,-7.3,-6.5,-8.5,-9.1,-8.8,-6.9,-8.1,-8.8,-7.2,-6.8,-7.3,-9.1,-7.3,-7.2,-8.8
c1(ccc([nH]1)c1cc(ccc1OC)S(=O)(=O)CC)CN([C@H]1CCc2ccccc12)CC,-7.8,-7.2,-7.0,-6.5,-6.9,-7.0,-8.0,-6.9,-7.1,-7.1,-6.9,-6.8,-7.0,-7.1,-6.0,-6.7,-7.0,-8.3,-8.1,-5.4,-8.8,-6.0,-6.6,-5.8,-7.1,-7.2,-7.6,-6.5,-7.4,-7.6,-7.2,-6.5,-7.4,-9.2,-6.4,-7.1,-7.9,-6.9,-6.5,-7.3,-7.2
[C@H]1(C[C@@H]2CC[C@H](C1)N2CCCN1CCN(CC1)S(=O)(=O)C)NC(=O)c1c(=O)n(c2c(c1)cccc2)C(C)C,-8.9,-7.6,-6.5,-6.7,-6.9,-6.5,-7.6,-7.6,-7.8,-8.2,-7.3,-7.4,-7.9,-6.6,-6.1,-7.4,-7.0,-8.6,-8.4,-6.4,-9.2,-6.4,-7.0,-6.8,-7.8,-7.5,-8.0,-6.9,-7.9,-8.4,-8.0,-6.5,-7.6,-9.4,-7.0,-8.0,-7.7,-7.9,-7.3,-7.4,-7.6
[C@@H](C(=O)N1CCCCCC1)(NS(=O)(=O)c1ccccc1F)CCSC,-7.1,-6.7,-6.4,-4.8,-5.9,-6.1,-6.6,-5.5,-5.5,-5.5,-6.1,-5.9,-5.9,-6.4,-5.4,-5.4,-6.1,-6.6,-6.9,-4.6,-7.5,-4.8,-5.5,-5.7,-5.9,-6.1,-7.1,-5.2,-6.3,-6.6,-6.1,-5.5,-6.3,-7.3,-5.4,-6.4,-6.1,-5.6,-5.8,-6.5,-6.7
Cc1ncc2c(c1CNC(=O)CN1CCCC1)CCN(C(=O)c1ccc(F)cc1F)C2,-8.5,-8.4,-7.3,-6.5,-6.4,-5.9,-8.0,-7.2,-7.1,-6.9,-7.5,-6.8,-8.0,-7.3,-6.9,-6.4,-7.1,-8.2,-8.9,-5.4,-8.9,-7.0,-7.3,-7.1,-7.8,-7.4,-8.5,-6.5,-7.9,-8.1,-7.9,-6.4,-7.5,-9.5,-7.1,-7.9,-7.5,-7.0,-6.8,-7.6,-7.4
[C@H](N1CCc2ccccc2C1)(c1ccccc1Cl)C(=O)OC,-7.3,-7.1,-6.7,-5.4,-5.8,-5.5,-6.7,-6.4,-5.7,-5.4,-5.9,-5.7,-6.1,-6.7,-5.6,-6.0,-6.3,-7.4,-7.4,-5.3,-8.1,-5.8,-6.0,-5.9,-6.7,-6.1,-6.5,-5.6,-6.5,-7.2,-6.5,-5.6,-7.1,-7.5,-5.2,-6.2,-6.4,-6.3,-5.6,-6.8,-6.7
NC1=N[C@H](NC(=N1)NCCCOc1ccccc1F)c1ccccc1,-8.1,-7.8,-7.5,-7.7,-6.6,-7.4,-7.9,-7.1,-7.4,-6.6,-7.1,-6.5,-8.0,-7.4,-6.3,-6.7,-7.2,-7.9,-7.5,-7.1,-8.4,-7.3,-6.3,-6.9,-7.7,-7.7,-7.5,-6.8,-6.8,-8.1,-7.0,-7.0,-6.4,-8.7,-5.6,-7.6,-7.3,-8.1,-6.0,-7.3,-7.8
c1(cn2c(cc(cc2n1)c1cncnc1)c1ncc(C)cn1)NC(=O)NCC,-8.2,-7.8,-6.7,-6.4,-7.1,-6.8,-7.7,-7.1,-7.3,-6.8,-7.1,-6.8,-7.9,-6.4,-7.1,-6.2,-6.9,-8.3,-7.9,-5.7,-8.3,-6.5,-6.8,-6.8,-7.5,-7.2,-8.0,-6.6,-7.6,-7.1,-7.6,-7.0,-7.3,-8.8,-6.6,-8.3,-7.2,-7.0,-6.4,-7.2,-8.0
N(=C(\N)/Nc1nc(cs1)c1ccc(o1)CNC(=O)C)\CCOCCCC,-7.0,-6.6,-6.2,-6.0,-6.2,-5.9,-6.8,-6.4,-5.9,-5.9,-5.9,-5.8,-7.0,-5.5,-5.3,-5.7,-5.9,-7.2,-6.5,-4.7,-7.1,-5.9,-5.5,-6.5,-6.7,-6.5,-6.8,-5.7,-6.0,-6.6,-6.2,-6.6,-6.0,-7.3,-5.6,-6.6,-6.7,-6.8,-5.6,-6.3,-6.2
Nc1ncc(c(N)n1)Cc1ccc(cc1)N(=O)=O,-6.9,-6.7,-6.3,-6.8,-6.3,-5.9,-7.1,-6.1,-6.5,-6.1,-5.8,-5.6,-6.4,-6.1,-5.2,-5.6,-5.8,-7.1,-6.9,-5.0,-6.8,-5.5,-5.5,-6.8,-6.5,-6.0,-6.5,-5.0,-6.0,-7.1,-6.4,-6.2,-5.9,-7.3,-5.3,-6.6,-6.2,-6.4,-5.7,-6.5,-6.7
c1(cc(c(cc1F)OCC1CCCCC1)C1CC1)C(=O)NS(=O)(=O)CCOC,-7.5,-6.9,-6.7,-5.7,-6.6,-5.6,-7.3,-6.6,-6.1,-5.9,-6.4,-6.2,-6.4,-6.0,-5.8,-5.8,-6.2,-7.5,-7.3,-5.1,-7.6,-6.2,-6.1,-6.1,-6.4,-6.8,-6.9,-5.7,-6.5,-6.7,-6.3,-6.0,-6.2,-8.3,-5.5,-7.2,-6.7,-6.6,-6.1,-6.5,-6.8
c1(cccc(c1)Cc1c(C)nn(c1c1ccccc1)CCO)C(=O)Nc1cccc(c1)OC,-8.6,-8.1,-7.1,-6.7,-7.4,-7.3,-7.8,-7.5,-6.4,-6.9,-7.5,-7.3,-7.6,-7.2,-6.9,-6.9,-7.2,-8.9,-8.6,-5.8,-8.4,-6.1,-6.5,-6.7,-7.5,-7.9,-8.2,-7.0,-7.8,-7.8,-8.1,-6.7,-8.1,-8.6,-6.4,-7.1,-7.8,-7.8,-6.7,-8.4,-7.7
Nc1nc(I)nc2c1ncn2CCCCOP(=O)(O)O,-6.4,-5.9,-5.3,-6.5,-6.0,-5.5,-6.2,-5.7,-5.6,-5.5,-5.5,-4.7,-5.9,-6.0,-4.9,-5.3,-5.7,-5.8,-5.8,-4.4,-6.4,-5.4,-5.3,-6.1,-5.4,-5.1,-5.9,-5.2,-5.2,-6.2,-6.3,-5.7,-5.3,-6.7,-5.4,-6.6,-5.7,-5.8,-4.8,-6.0,-5.6
C(=O)(Nc1ccc(cc1)OC(F)F)COC(=O)[C@H](C)NC(=O)N,-6.9,-6.6,-5.7,-6.4,-6.2,-6.4,-6.5,-5.8,-6.1,-5.6,-5.9,-5.7,-6.6,-6.1,-5.5,-5.5,-6.1,-6.7,-6.7,-5.0,-6.9,-5.9,-5.5,-6.5,-6.7,-6.3,-6.4,-5.0,-6.1,-6.8,-5.9,-6.0,-5.9,-7.3,-5.3,-6.6,-6.5,-6.4,-5.9,-6.3,-6.0
c1(c2c(nc3ccc(Cl)cc13)CCCC2)C(=O)OC,-7.4,-6.7,-6.1,-5.6,-5.8,-5.1,-7.2,-6.2,-5.6,-5.3,-5.7,-5.9,-6.6,-6.1,-5.1,-5.7,-6.0,-7.3,-6.9,-5.0,-6.9,-5.5,-5.5,-5.8,-5.6,-5.7,-6.9,-5.3,-6.4,-6.5,-6.6,-5.7,-6.1,-7.9,-5.0,-5.6,-6.2,-5.9,-6.1,-6.6,-6.5
[C@@H]1(C(=O)O[C@H]2O[C@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@]24OO3)CCCc1ccc(cc1)SC,-9.2,-7.7,-6.9,-6.0,-6.7,-6.5,-9.1,-8.1,-7.6,-6.9,-7.6,-6.7,-7.5,-7.1,-6.2,-7.4,-7.6,-9.4,-8.1,-5.6,-9.5,-6.3,-6.5,-6.2,-7.3,-7.3,-7.9,-6.3,-8.0,-8.6,-7.6,-7.3,-7.9,-9.5,-6.8,-7.9,-7.9,-6.6,-6.9,-7.0,-8.5
Nc1nc(c2ncn(c2n1)C[C@@H](OCP(=O)(O)O)CO)N,-6.5,-6.0,-5.1,-5.4,-6.0,-6.1,-6.0,-5.6,-5.7,-6.3,-5.5,-5.0,-5.7,-6.1,-5.1,-4.9,-5.1,-6.1,-6.6,-4.9,-6.7,-5.4,-4.9,-6.0,-6.0,-5.6,-6.2,-5.1,-5.6,-6.4,-6.2,-5.7,-5.3,-6.4,-5.2,-7.0,-6.1,-6.0,-5.5,-6.5,-6.2
c1(cc(ccc1OCC1=CC(C)(C)N(C1(C)C)O)c1nc2c(cccc2[nH]1)C(=O)N)OC,-9.0,-7.8,-7.9,-6.7,-6.7,-7.3,-8.7,-7.6,-7.3,-7.4,-7.8,-7.6,-8.4,-7.4,-6.8,-6.8,-7.3,-8.6,-8.7,-5.6,-8.9,-6.7,-7.0,-6.7,-7.7,-7.7,-8.0,-6.9,-7.6,-8.1,-7.5,-6.5,-7.4,-9.6,-6.9,-8.4,-7.8,-7.9,-7.1,-7.2,-7.8
n1(c(nnc1c1cnccn1)SCC(=O)Nc1ccccc1F)CC,-7.0,-6.9,-6.3,-5.6,-5.8,-5.6,-6.4,-6.1,-6.2,-5.9,-6.3,-5.5,-6.8,-6.5,-5.5,-5.7,-6.1,-7.3,-6.8,-5.0,-7.1,-5.8,-5.6,-6.3,-6.4,-6.6,-6.5,-5.4,-6.2,-6.7,-6.7,-6.1,-6.4,-7.4,-5.5,-7.0,-6.6,-6.7,-5.7,-6.1,-6.4
C(=O)(N[C@@H]1CCCN(C1)Cc1ccc(Cl)cc1)CCc1ccc(c(c1)OC)OC,-7.7,-6.8,-7.1,-6.5,-7.0,-6.3,-7.7,-6.8,-6.8,-5.9,-6.9,-6.3,-7.6,-6.6,-6.1,-6.4,-6.4,-8.2,-7.9,-5.5,-8.4,-6.6,-6.5,-6.2,-7.3,-7.3,-7.3,-6.0,-6.9,-7.5,-7.4,-6.9,-6.8,-8.9,-6.0,-7.5,-7.3,-7.1,-6.6,-6.9,-7.2
N1(CCN(C(=O)Cn2ncc3c2c2ccccc2OC3)CC1)c1cccc(c1)OC,-9.0,-8.1,-7.5,-7.1,-7.6,-7.2,-8.8,-7.3,-7.3,-7.6,-7.7,-7.3,-8.4,-7.9,-6.8,-7.6,-7.5,-8.9,-8.9,-6.0,-8.8,-6.5,-7.2,-6.5,-8.1,-8.0,-8.4,-6.8,-7.9,-9.1,-7.8,-7.5,-8.1,-9.7,-7.0,-8.2,-7.8,-7.6,-7.2,-7.4,-8.2
