SMILES,148_KAG,290_KBA,178_KAA,154_KAN,212_KAL,342_KAI,104_KAF,260_KAF,140_KAC,168_KAK,314_KAF,340_KAH,22_KAI,156_KAE,80_KAD,92_KAM,222_KAV,210_KAF,216_KAA,204_KAM,296_KAW,220_KAH,286_KAM,200_KAR,134_KAC,216_KAN,134_KAH,322_KAK,72_KAI,182_KAD,304_KAQ,140_KAD,268_KAL,192_KAO,284_KAJ,310_KAQ,58_KAF,8_KAI,34_KAS,56_KAS,22_KAJ
c1(c2c(c3ccccc3c1O)O[C@](C)(C2)c1ccccc1)C(=O)C,-9.2,-8.1,-7.0,-7.2,-7.1,-6.3,-8.9,-7.2,-7.2,-6.7,-7.1,-7.2,-6.8,-7.7,-6.7,-6.9,-7.3,-9.2,-8.4,-6.0,-9.1,-6.4,-6.9,-6.2,-7.4,-7.0,-8.1,-6.6,-7.7,-7.8,-7.9,-7.3,-7.9,-9.5,-6.5,-7.3,-7.3,-7.2,-6.6,-8.0,-8.1
[C@@]1(OC(=O)c2c(cccc12)OCc1ccccc1)(COC(=O)C)CO,-7.5,-6.9,-6.3,-5.9,-6.5,-5.8,-7.2,-6.3,-6.1,-5.7,-6.5,-6.2,-6.8,-6.6,-5.3,-5.7,-6.3,-7.5,-7.2,-4.7,-7.5,-5.5,-5.9,-6.5,-6.3,-6.4,-7.1,-5.9,-6.3,-7.1,-6.6,-5.9,-6.4,-7.6,-5.5,-7.2,-6.3,-6.5,-5.8,-6.6,-7.4
CC1(C)OC(=O)C[C@]21CCN(CC2)Cc1ccccc1,-7.6,-7.2,-6.0,-5.7,-6.1,-5.9,-7.3,-6.7,-5.6,-6.0,-6.2,-5.8,-6.3,-6.6,-5.3,-6.2,-5.8,-7.8,-7.1,-5.1,-7.5,-5.4,-6.1,-5.8,-6.3,-6.0,-7.0,-5.7,-6.3,-7.1,-6.7,-6.0,-6.8,-7.7,-5.7,-6.6,-6.6,-6.4,-6.0,-6.5,-6.8
c1(coc2cc(ccc2c1=O)OC[C@H]1CO1)c1ccc(c(c1)OC)OC,-7.2,-6.6,-6.5,-5.7,-6.1,-6.4,-7.1,-6.1,-5.8,-6.3,-6.4,-6.0,-6.7,-6.8,-5.9,-5.8,-6.2,-7.6,-7.3,-4.8,-7.5,-6.0,-5.9,-6.5,-6.6,-6.3,-7.1,-5.7,-6.5,-7.0,-6.6,-5.7,-6.6,-8.2,-5.7,-6.8,-6.5,-5.9,-5.8,-6.2,-6.5
c1(ccc(cc1)c1ccccc1c1nn[nH]n1)Cn1c(C)nc2cccc(c12)C(=O)O,-9.3,-8.2,-6.9,-6.9,-6.8,-5.6,-7.7,-7.6,-7.5,-7.1,-6.9,-7.2,-7.5,-8.2,-6.5,-7.3,-7.7,-9.3,-8.7,-5.8,-9.2,-6.7,-7.1,-5.2,-7.6,-7.9,-8.6,-6.8,-7.9,-7.8,-8.2,-7.3,-8.2,-9.0,-7.0,-8.2,-8.1,-7.6,-7.4,-8.3,-8.3
[C@@H]1(CCN(CC1)S(=O)(=O)c1ccc2c(ccn2CC)c1)C(=O)NCCCC,-7.4,-7.2,-6.7,-6.1,-6.5,-6.6,-7.1,-6.5,-6.5,-6.3,-6.7,-6.5,-7.1,-6.4,-6.1,-6.3,-6.3,-7.9,-7.4,-5.0,-7.9,-6.0,-5.8,-5.3,-6.9,-7.0,-6.6,-5.5,-6.4,-7.4,-6.8,-6.5,-6.6,-8.5,-5.8,-7.5,-7.2,-7.0,-6.3,-6.6,-7.2
[C@@]1(C(=O)OC[C@@H]2C1=Cc1n(C2=O)cc2c1nc1cccc3c1c2CNC3)(CC)O,-9.6,-8.2,-7.1,-6.8,-8.3,-6.9,-7.1,-7.9,-7.4,-7.3,-7.7,-7.9,-8.9,-7.0,-6.8,-7.3,-8.2,-10.3,-9.1,-6.2,-9.4,-7.9,-7.3,-7.4,-7.7,-7.8,-9.1,-7.4,-8.7,-8.8,-8.4,-6.9,-8.3,-9.8,-7.2,-7.7,-8.5,-7.9,-7.5,-8.0,-8.3
C(=C\C=C\c1ccc(cc1)OC)\C=C\c1ccc(cc1)OC,-7.1,-6.5,-6.8,-6.7,-6.5,-5.6,-7.6,-6.7,-6.1,-6.0,-6.1,-5.8,-6.8,-6.1,-5.3,-6.2,-6.5,-7.7,-7.7,-5.5,-7.2,-5.8,-6.1,-6.2,-6.4,-6.9,-6.4,-5.4,-6.4,-7.2,-6.9,-6.0,-6.4,-7.6,-5.1,-6.5,-6.9,-7.3,-5.6,-6.1,-6.2
N(c1nc(c2[nH]cnc2n1)O)c1cccc(c1)CO,-7.7,-7.1,-6.2,-7.2,-7.0,-6.0,-7.1,-6.4,-6.2,-6.3,-6.5,-5.9,-7.0,-7.2,-5.9,-6.1,-6.4,-7.5,-7.2,-5.6,-7.2,-6.1,-5.8,-7.3,-6.7,-6.5,-6.9,-6.2,-6.4,-7.3,-6.4,-6.6,-6.6,-7.9,-6.1,-7.3,-6.5,-6.8,-6.6,-7.0,-6.5
c1(ccc(cc1O)CCN=C=S)O,-5.4,-5.2,-5.3,-5.3,-5.1,-5.0,-5.6,-4.7,-5.1,-4.7,-4.6,-4.4,-5.3,-5.2,-4.3,-4.6,-4.7,-5.3,-5.5,-5.2,-5.9,-4.4,-4.3,-5.5,-5.0,-5.3,-5.1,-4.5,-4.4,-5.6,-5.4,-5.1,-4.7,-5.7,-4.1,-5.2,-5.3,-5.1,-4.8,-5.2,-5.2
c1(nc(c[nH]1)c1ccc2ccccc2c1)[C@@H](c1ccc(cc1)C(C)(C)C)O,-9.6,-8.6,-7.9,-7.6,-8.3,-7.6,-9.5,-8.0,-7.7,-7.5,-7.8,-7.7,-8.5,-7.9,-6.9,-7.4,-7.4,-10.2,-9.3,-6.1,-9.8,-7.2,-7.4,-7.6,-8.5,-8.2,-8.8,-7.1,-8.0,-8.5,-8.1,-7.9,-8.4,-10.2,-6.9,-8.8,-8.9,-8.5,-7.3,-7.9,-8.5
N1(CC[C@@H](CC1)NC(=O)C1CCOCC1)c1cccc(c1)CC,-7.8,-7.0,-6.6,-5.9,-6.3,-6.6,-7.5,-6.3,-6.3,-6.5,-6.8,-6.4,-6.8,-6.2,-5.8,-6.1,-6.2,-7.8,-7.4,-5.0,-7.9,-5.6,-6.2,-6.6,-6.5,-6.5,-7.2,-6.0,-6.9,-7.1,-6.6,-6.1,-6.6,-8.5,-5.8,-6.9,-6.6,-7.0,-6.2,-6.5,-6.5
c1(cc(N2C[C@H](C2)c2nc3ccccc3n2C)nc(C)n1)n1c(nc(C)n1)CC,-8.2,-7.9,-7.3,-6.7,-6.2,-6.1,-8.5,-7.5,-7.2,-7.3,-7.6,-7.6,-8.0,-6.7,-6.5,-6.6,-6.8,-8.8,-8.7,-5.5,-9.0,-6.6,-6.8,-6.5,-7.5,-8.1,-8.6,-6.9,-7.5,-8.4,-7.4,-6.7,-7.4,-9.7,-7.0,-8.2,-7.6,-8.7,-7.6,-7.3,-8.1
c1(nnc(NC(=O)Nc2cc(sc2C(=O)OC)C(C)(C)C)s1)CC,-6.9,-6.8,-6.3,-5.5,-5.5,-5.6,-7.4,-6.0,-5.7,-5.8,-6.3,-6.0,-7.2,-5.7,-5.5,-5.2,-5.9,-6.7,-6.9,-4.8,-7.6,-5.4,-5.6,-6.0,-6.2,-6.0,-6.9,-5.3,-6.3,-6.4,-6.3,-5.6,-5.9,-7.9,-5.6,-7.3,-6.4,-6.3,-5.9,-6.3,-6.7
Cc1ccc2oc(cc(=O)c2c1)C(Cl)(Cl)Cl,-6.9,-6.2,-5.8,-5.5,-5.7,-6.1,-6.3,-5.8,-5.2,-5.3,-5.8,-5.4,-6.1,-5.7,-4.8,-5.7,-5.8,-6.9,-6.7,-5.7,-6.7,-5.4,-5.3,-7.1,-5.7,-5.7,-6.2,-5.1,-5.9,-6.0,-6.1,-5.2,-6.0,-7.5,-4.6,-6.1,-5.9,-5.9,-5.6,-5.8,-6.2
C([C@H]1Cc2c(ccc(c2)C=O)O1)n1cc(nn1)Cc1ccccc1,-7.5,-7.0,-6.7,-6.2,-6.9,-6.3,-7.6,-6.4,-6.4,-6.3,-6.7,-6.6,-7.1,-6.5,-5.9,-6.4,-6.4,-8.5,-7.8,-5.5,-8.4,-5.7,-6.3,-7.4,-7.1,-7.4,-7.4,-5.9,-6.9,-7.6,-6.9,-6.7,-7.3,-8.5,-5.6,-7.3,-7.0,-7.7,-6.3,-6.6,-7.0
c1(cc(=O)[nH]c(=O)n1Cc1ccccc1)N,-6.7,-6.4,-6.2,-5.4,-5.6,-6.1,-6.5,-5.9,-5.3,-5.5,-5.7,-5.3,-6.0,-5.8,-5.3,-5.3,-5.5,-6.5,-6.5,-4.8,-6.6,-5.4,-5.4,-6.3,-6.5,-5.8,-6.3,-5.3,-5.8,-6.6,-6.7,-5.8,-5.7,-7.3,-5.0,-6.5,-5.8,-6.1,-5.4,-6.1,-6.4
c1(nc(c2nc(n(c2n1)Cc1ccccc1)O)N)CCCC,-7.1,-7.2,-6.1,-6.0,-6.2,-6.0,-7.2,-6.2,-6.1,-6.0,-6.1,-5.9,-6.6,-6.5,-5.7,-6.5,-6.4,-7.3,-7.2,-5.4,-7.5,-5.7,-5.8,-7.0,-6.3,-6.7,-7.0,-5.4,-6.6,-7.0,-6.7,-5.9,-6.5,-8.0,-5.3,-6.9,-6.6,-6.9,-5.5,-6.4,-6.5
c1(cccc2ccc(nc12)N)O[C@H](C)CN1CCCC1,-7.2,-6.7,-5.8,-5.6,-6.2,-5.9,-6.5,-6.1,-5.9,-5.9,-5.9,-5.8,-6.4,-6.5,-5.3,-5.8,-5.7,-6.8,-6.7,-5.7,-7.2,-5.7,-5.4,-6.2,-6.3,-6.1,-6.8,-5.6,-6.1,-6.9,-6.5,-6.0,-6.5,-7.5,-5.2,-6.8,-6.3,-6.1,-5.8,-6.9,-6.1
[C@H](NC(=O)c1ccccc1)(C(=O)NCCc1ccccc1)C(C)C,-7.0,-7.0,-6.6,-6.3,-6.1,-6.6,-7.7,-6.8,-6.3,-6.3,-6.4,-6.3,-7.2,-6.7,-6.2,-5.9,-6.5,-8.0,-7.4,-4.7,-8.3,-6.3,-6.1,-6.8,-7.1,-7.2,-6.8,-5.8,-6.2,-7.4,-6.3,-6.2,-7.1,-8.1,-5.4,-7.1,-6.8,-6.7,-6.6,-6.8,-6.7
Cc1cc(c2c3c(c(=O)oc2c1)CCCC3)OCC(=O)NCc1ccncc1,-8.6,-7.8,-7.4,-7.0,-7.2,-6.9,-8.3,-7.2,-7.1,-6.9,-7.0,-7.4,-8.1,-7.7,-6.2,-6.5,-7.2,-8.6,-8.5,-5.6,-8.8,-6.7,-6.8,-7.0,-7.5,-7.9,-8.1,-6.5,-7.6,-7.6,-8.1,-7.0,-8.0,-8.5,-6.8,-7.6,-7.7,-8.1,-7.0,-7.4,-7.5
N(C(=O)c1cccc(c1)n1cccc1)NC(=O)COc1cccc(F)c1,-8.1,-7.6,-8.4,-7.4,-7.0,-7.3,-8.2,-7.2,-6.9,-7.2,-7.1,-7.4,-8.3,-8.0,-6.6,-6.5,-6.8,-8.7,-8.0,-6.0,-8.3,-7.0,-6.3,-7.3,-7.1,-7.8,-7.6,-6.5,-7.1,-7.7,-7.2,-7.3,-7.0,-8.6,-6.2,-7.9,-7.2,-7.9,-6.8,-7.4,-7.5
c1(ccc2c(c1OC)[C@@H](CC2)CCNC(=O)C)OC,-6.7,-5.9,-5.8,-5.9,-5.4,-5.4,-6.9,-5.7,-4.7,-5.4,-5.5,-5.2,-6.1,-5.7,-4.7,-5.2,-5.3,-6.5,-6.9,-4.6,-5.9,-4.9,-4.9,-6.0,-5.5,-5.5,-6.1,-4.9,-5.7,-6.6,-6.1,-4.8,-5.9,-6.9,-4.8,-6.4,-5.6,-5.3,-5.1,-6.2,-5.5
O=C(Nc1nc2cc(Cl)ccc2o1)CC1CCCC1,-7.3,-6.6,-6.3,-5.7,-6.1,-6.3,-7.1,-6.6,-6.0,-6.2,-6.4,-6.1,-6.3,-6.7,-5.7,-5.8,-6.2,-7.6,-7.2,-4.9,-7.9,-5.7,-5.5,-6.2,-6.2,-6.6,-7.1,-5.5,-6.1,-6.5,-6.5,-6.5,-6.8,-8.1,-5.7,-7.2,-6.6,-6.8,-5.9,-6.2,-6.6
N1(CC[C@@H]2[C@H]1CCC(=O)N2c1cnn(C)c1)Cc1ccc(cc1)OC,-7.4,-7.1,-5.8,-5.8,-6.0,-6.4,-7.8,-6.3,-6.1,-6.6,-6.7,-6.0,-6.3,-6.2,-5.7,-6.2,-6.3,-7.7,-7.7,-4.9,-7.8,-5.7,-6.0,-5.8,-6.3,-6.6,-7.4,-5.8,-6.7,-7.7,-6.9,-6.1,-6.9,-8.0,-6.1,-7.1,-6.6,-6.6,-6.2,-6.6,-6.5
S(=O)(=O)(c1cccc(c1)C(=O)OC)NC(=O)COC1CCCC1,-6.8,-6.6,-5.9,-5.9,-6.0,-6.0,-7.0,-6.1,-5.9,-5.9,-5.9,-6.0,-6.8,-6.3,-5.3,-5.6,-6.0,-7.3,-6.4,-5.0,-7.3,-5.7,-5.4,-5.8,-6.3,-6.6,-6.7,-5.5,-6.3,-6.6,-6.1,-6.0,-6.4,-7.4,-5.1,-6.9,-6.1,-6.3,-5.8,-6.2,-6.0
c1(nc(c2c(N)nccn12)c1ccc(cc1)C(=O)Nc1cc(ccn1)C(F)(F)F)[C@H]1CC[C@H]2CN(C)C(=O)N2C1,-9.8,-9.2,-6.7,-7.1,-7.0,-7.3,-8.0,-8.6,-7.7,-9.2,-8.8,-8.4,-9.3,-7.3,-6.9,-7.4,-8.1,-10.0,-10.8,-6.5,-10.6,-6.6,-7.9,-6.2,-8.8,-8.5,-9.7,-8.0,-8.5,-9.7,-8.8,-6.9,-8.4,-10.5,-8.1,-8.6,-9.0,-7.6,-7.6,-7.9,-8.9
[C@H]1(CCCN(c2ncnc3ccccc23)C1)Cn1c(nc(C)n1)C,-8.2,-7.4,-7.2,-6.2,-6.9,-6.0,-7.9,-6.9,-6.4,-6.6,-7.3,-7.1,-7.2,-7.2,-6.9,-6.5,-7.3,-8.3,-7.9,-5.5,-8.3,-6.2,-6.5,-5.7,-7.0,-7.0,-7.6,-6.0,-7.6,-8.1,-7.4,-6.3,-7.1,-9.0,-6.3,-7.6,-7.0,-7.2,-6.6,-7.6,-7.1
c1(nnc(n1Cc1ccccc1)S)c1cc(sc1)CC,-7.0,-6.3,-5.7,-5.1,-5.9,-5.3,-6.1,-5.7,-5.4,-4.9,-5.4,-5.1,-5.5,-5.9,-4.9,-5.5,-5.7,-6.8,-6.7,-4.7,-7.0,-5.0,-5.7,-5.5,-5.6,-5.9,-6.5,-5.0,-5.8,-6.3,-5.9,-5.1,-6.0,-6.6,-4.7,-5.6,-5.7,-6.0,-5.0,-6.1,-6.0
O=C(Nc1cccc(c1)N1CCCC1)Cc1ccccc1,-7.3,-7.0,-6.5,-6.2,-6.3,-6.3,-7.6,-6.4,-6.1,-5.9,-6.2,-6.3,-7.2,-6.7,-5.8,-6.0,-6.6,-8.1,-7.5,-5.1,-7.8,-5.7,-6.0,-6.7,-6.8,-6.9,-6.9,-5.8,-6.6,-7.2,-6.7,-6.4,-6.8,-8.8,-5.5,-6.9,-6.9,-7.9,-5.7,-6.8,-6.7
Cc1ccc2[nH]c3c(C)c4c(c(C)c3c2c1)CN(C)C=C4,-8.8,-7.8,-7.5,-6.8,-7.4,-6.3,-9.1,-7.1,-6.8,-6.7,-7.5,-7.3,-8.3,-7.5,-6.3,-6.9,-7.8,-9.2,-8.1,-5.8,-8.4,-7.1,-6.5,-8.6,-6.9,-7.3,-9.0,-6.3,-7.9,-8.2,-7.6,-6.3,-7.6,-10.2,-6.6,-7.3,-7.9,-7.3,-6.9,-7.5,-8.2
C(=O)(N1CCN(CC1)c1cc(ccn1)C(F)(F)F)[C@]1(CC[C@H](C1)N[C@@H]1[C@@H](COCC1)OC)C,-8.3,-7.7,-7.4,-6.6,-7.8,-6.6,-8.0,-7.1,-7.1,-7.2,-7.6,-7.1,-7.8,-6.6,-6.5,-7.1,-7.5,-8.9,-8.4,-6.1,-9.4,-6.6,-7.1,-6.5,-7.6,-7.6,-7.9,-6.6,-7.5,-8.1,-7.7,-6.8,-7.7,-9.3,-6.9,-8.0,-7.2,-8.0,-7.1,-7.7,-8.2
[C@@]12(C[C@@H]3C[C@H](C1)C[C@@](C3)(C2)n1cnc(Cl)n1)C(=O)Nc1cccc(c1)C(=O)O,-9.1,-8.2,-7.1,-7.0,-7.1,-7.2,-8.2,-7.6,-7.0,-7.3,-7.9,-7.3,-7.7,-7.7,-6.7,-7.3,-7.8,-9.2,-8.5,-5.9,-9.0,-6.8,-7.0,-7.0,-7.4,-7.9,-8.2,-6.5,-7.7,-8.6,-8.1,-7.0,-7.7,-9.3,-7.0,-8.0,-7.8,-7.8,-6.9,-8.1,-8.1
c1(cccc2oc(nc12)c1ccccc1)C(=O)N[C@H]1C[C@H]2N(C)[C@@H](CCC2)C1,-9.1,-8.5,-7.1,-6.9,-8.0,-7.2,-9.5,-7.7,-7.6,-7.0,-7.9,-7.2,-7.8,-7.0,-6.8,-7.1,-7.6,-9.3,-8.8,-5.9,-9.9,-6.7,-7.6,-7.7,-6.9,-8.0,-8.8,-7.5,-8.0,-8.4,-7.9,-7.4,-7.9,-9.3,-6.7,-8.2,-7.9,-7.4,-7.0,-7.8,-8.3
c1(ccnc(NC[C@@H](O)CN2CCc3ccccc3C2)n1)c1ccc2ncn(C)c2c1,-8.3,-7.6,-7.4,-6.3,-6.4,-7.4,-9.0,-7.1,-7.9,-8.0,-7.1,-6.9,-9.4,-7.1,-6.0,-6.9,-7.0,-9.7,-8.6,-7.1,-8.3,-6.5,-6.5,-7.5,-8.0,-9.0,-9.0,-7.4,-7.4,-8.0,-7.4,-8.3,-7.4,-9.6,-6.3,-8.7,-8.5,-8.6,-7.3,-7.3,-8.5
c1(ccc(cc1)c1ccc(cc1)OCCO)CO[C@H]1COc2n(cc(n2)N(=O)=O)C1,-8.3,-7.0,-6.9,-6.1,-6.9,-6.6,-7.7,-6.9,-7.1,-6.7,-7.2,-6.5,-7.1,-6.7,-6.1,-6.4,-6.8,-8.1,-8.1,-5.5,-8.0,-5.9,-6.5,-6.0,-7.1,-6.9,-7.4,-6.1,-6.8,-7.9,-7.2,-6.7,-7.1,-8.2,-6.2,-7.1,-7.6,-7.2,-6.7,-6.9,-6.8
c1(ccc(cc1Cl)O[C@H](C)C(=O)O)[C@H](O)C(=C)CC,-6.8,-6.2,-5.7,-5.3,-5.3,-5.6,-6.3,-5.9,-5.3,-5.3,-5.7,-5.4,-6.1,-5.8,-5.0,-5.4,-5.6,-6.5,-6.5,-4.7,-6.8,-5.2,-5.0,-5.9,-5.7,-5.9,-6.2,-4.9,-5.4,-6.0,-5.9,-5.4,-5.8,-7.3,-4.9,-6.5,-5.7,-5.6,-5.2,-5.9,-5.8
c1(cc2ncnc(c2cc1CN(C)C1(CN(C)C1)C(=O)N)Nc1cccc(Cl)c1F)OC,-8.8,-7.9,-6.4,-6.5,-6.4,-7.3,-7.8,-7.4,-6.2,-6.9,-7.1,-6.8,-8.1,-6.5,-6.4,-6.7,-7.1,-8.4,-8.0,-6.0,-8.5,-6.3,-6.7,-7.1,-7.0,-7.1,-7.7,-6.2,-7.4,-8.0,-7.1,-6.2,-7.5,-8.3,-6.5,-7.5,-7.5,-7.0,-6.4,-7.3,-7.2
O([C@H]1CN2C(=O)N(C)C[C@H]2[C@@H]1c1ccc(F)cc1)[C@H](C)c1cc(cc(c1)C(F)(F)F)C(F)(F)F,-10.2,-8.8,-8.1,-6.6,-7.5,-5.8,-9.5,-8.1,-6.8,-6.7,-8.0,-7.5,-8.3,-8.0,-7.1,-7.8,-7.2,-10.1,-8.8,-6.6,-10.3,-6.3,-7.5,-5.9,-8.1,-8.5,-8.9,-7.3,-8.4,-8.4,-8.3,-7.4,-9.1,-10.0,-6.6,-8.2,-8.5,-8.7,-7.5,-8.1,-8.8
N1(CCN(C(=O)CCCn2c(=O)[nH]c3ccsc3c2=O)CC1)c1cccc(C)c1C,-8.7,-7.7,-6.8,-6.7,-7.0,-6.7,-8.2,-7.5,-7.5,-7.2,-7.9,-7.1,-7.6,-7.5,-6.7,-7.1,-7.4,-8.6,-8.4,-5.8,-8.6,-6.5,-7.4,-6.4,-7.3,-8.1,-8.4,-7.1,-8.1,-8.2,-8.1,-6.6,-7.6,-9.3,-7.1,-8.3,-7.6,-7.6,-7.1,-7.7,-7.9
N(c1nc2cc(C)c(C)cc2n1CC(=O)c1cc(C)c(c(C)c1)O)CCCOC,-7.8,-7.6,-6.2,-7.1,-5.9,-5.9,-7.3,-7.0,-6.3,-6.2,-6.5,-6.8,-7.1,-6.8,-6.5,-6.4,-6.7,-8.5,-7.9,-5.4,-8.0,-5.8,-6.2,-5.7,-6.5,-7.0,-7.6,-6.1,-7.3,-7.0,-6.9,-6.0,-7.5,-8.6,-6.4,-7.7,-7.0,-6.8,-6.3,-7.2,-7.3
Cn1c(cc2c(nc(N)nc12)N1CCNCC1)c1ccc(F)cc1,-8.3,-7.6,-6.3,-6.0,-6.9,-6.8,-7.3,-7.1,-6.5,-7.6,-7.1,-6.8,-7.9,-6.8,-6.4,-7.3,-7.3,-8.8,-7.4,-5.6,-8.1,-6.2,-6.5,-7.6,-7.0,-7.1,-7.8,-6.1,-7.7,-7.8,-7.4,-6.5,-7.7,-8.5,-6.6,-6.9,-7.2,-7.3,-6.7,-7.1,-7.7
[P@@](=O)(O)(OP(=O)(O)O)OC/C(=C\CO)/C,-5.1,-5.1,-5.2,-4.5,-5.3,-4.9,-5.2,-4.4,-4.7,-4.9,-4.5,-4.2,-5.3,-4.6,-4.4,-4.1,-4.8,-5.2,-5.4,-4.6,-5.2,-4.2,-4.3,-5.3,-4.8,-4.3,-4.9,-4.5,-4.6,-5.2,-4.7,-4.7,-4.4,-5.3,-4.0,-5.3,-4.9,-5.0,-5.0,-4.7,-5.3
c1(cc2c(cccc2[nH]1)CCN(C)C)c1onc(n1)CCC,-7.0,-6.6,-5.8,-5.6,-6.3,-6.4,-7.2,-6.3,-5.8,-5.6,-5.9,-5.7,-6.6,-6.2,-5.5,-5.8,-6.1,-7.2,-6.7,-4.9,-7.1,-5.6,-5.5,-6.4,-6.3,-6.4,-7.0,-5.4,-6.1,-7.2,-6.2,-5.9,-6.1,-7.8,-5.6,-6.9,-6.3,-6.7,-5.9,-6.5,-6.2
CN1CCN(c2ncnc3cc4oc(=O)n(c4cc23)CCCN2CCOCC2)CC1,-8.4,-7.2,-5.9,-6.0,-6.3,-6.3,-7.4,-7.1,-6.5,-6.5,-6.9,-6.5,-7.6,-6.7,-6.4,-5.7,-7.0,-7.9,-7.8,-5.1,-7.8,-6.4,-6.6,-6.5,-7.0,-7.0,-7.8,-6.4,-7.5,-8.2,-7.1,-6.4,-7.0,-7.9,-6.5,-7.1,-7.7,-7.1,-6.2,-7.1,-7.0
N1(CCN(CC1)c1cc(NC2CC2)nc(N)n1)Cc1cnc(nc1)CC,-7.6,-6.9,-5.9,-6.1,-6.4,-6.9,-7.0,-6.4,-6.8,-6.5,-7.0,-6.4,-7.1,-6.5,-6.1,-5.8,-6.5,-7.9,-7.9,-5.0,-7.9,-6.0,-6.1,-5.9,-6.8,-7.5,-7.1,-6.0,-6.6,-7.2,-7.4,-6.1,-6.6,-8.2,-6.2,-7.5,-6.8,-7.0,-6.3,-6.7,-7.1
c1(ccc(c2c1C(=O)C=C(C2=O)S(=O)(=O)C)OC)OC,-6.9,-6.0,-5.3,-5.2,-5.4,-4.8,-5.8,-5.3,-5.0,-5.0,-5.6,-5.3,-6.1,-5.2,-5.0,-5.0,-5.4,-6.3,-6.1,-4.7,-6.3,-5.3,-5.0,-6.1,-5.3,-5.4,-6.4,-4.6,-5.8,-6.2,-6.0,-5.1,-5.5,-6.7,-5.0,-5.8,-5.9,-5.3,-5.3,-5.6,-5.9
c1(ccc2[nH]c(nc2c1)c1ccc(F)cc1)NC(=O)c1cnccn1,-8.0,-7.3,-6.5,-6.3,-6.9,-7.4,-8.2,-6.8,-6.7,-7.1,-7.8,-6.7,-7.8,-7.1,-6.8,-6.5,-7.3,-8.8,-8.0,-5.6,-8.2,-6.7,-6.4,-6.8,-7.2,-7.4,-8.0,-6.6,-6.9,-7.8,-7.4,-7.4,-7.1,-9.0,-6.4,-8.2,-7.7,-7.2,-7.0,-7.7,-7.8
N1(CCN(C1=O)CC(=O)O)Cc1cccc(C)c1,-6.7,-6.1,-5.7,-6.1,-5.4,-5.2,-6.5,-6.0,-5.3,-5.7,-5.7,-5.1,-5.7,-6.0,-5.0,-5.4,-5.5,-6.7,-6.3,-4.7,-6.5,-5.1,-5.5,-6.5,-5.5,-6.2,-6.1,-5.3,-5.6,-6.4,-6.4,-5.5,-6.2,-7.0,-4.9,-6.4,-6.0,-5.5,-5.3,-6.1,-6.2
c1(ccc2[nH]c3c(ccc4c3c(nn4CCN(CC)CC)c2c1)N(=O)=O)OCCN(CC)CC,-7.5,-7.0,-6.5,-5.4,-6.2,-5.4,-6.9,-6.4,-5.6,-5.9,-6.4,-6.0,-7.3,-5.7,-5.5,-5.7,-6.6,-7.0,-7.2,-5.0,-7.1,-5.9,-5.7,-6.0,-6.2,-6.6,-6.5,-5.7,-6.6,-7.4,-6.5,-5.7,-6.4,-8.1,-5.6,-6.3,-6.7,-5.9,-5.8,-6.3,-7.2
c1(ccc2oc(N[C@@H](c3ccccn3)Cc3ccc(F)cc3)nc2c1)C(=O)OCC,-8.7,-7.9,-7.1,-7.1,-6.8,-6.7,-8.3,-7.2,-6.9,-6.5,-7.0,-7.2,-7.8,-7.4,-6.6,-6.8,-7.1,-8.7,-7.9,-5.1,-9.0,-6.4,-6.6,-6.5,-7.0,-7.7,-8.1,-6.5,-7.1,-7.4,-7.6,-6.5,-7.7,-8.8,-6.4,-8.0,-7.4,-7.5,-6.6,-7.2,-7.7
c1(ccc(cc1)S(=O)(=O)c1ccccc1)c1n(c(=S)[nH]n1)N,-8.0,-7.5,-6.9,-6.3,-6.5,-6.7,-8.1,-6.6,-6.8,-6.5,-6.7,-6.1,-7.1,-6.5,-5.8,-6.2,-6.5,-8.0,-7.7,-5.6,-7.9,-6.2,-6.3,-6.4,-7.3,-6.8,-7.5,-6.2,-6.7,-7.2,-7.0,-6.8,-6.9,-8.4,-6.2,-7.2,-6.6,-6.6,-5.9,-7.0,-7.1
N1(C(=O)c2cccnc2[C@@H]1Nc1ccc(Cl)cc1)c1ccc(cc1)OCC,-7.9,-7.8,-6.6,-6.1,-6.2,-6.6,-7.8,-6.7,-6.5,-6.5,-6.7,-6.4,-7.1,-6.7,-6.4,-6.8,-7.0,-8.4,-8.1,-5.3,-8.3,-6.0,-6.6,-7.1,-6.7,-7.2,-7.8,-5.8,-7.5,-7.3,-7.1,-6.7,-7.2,-8.4,-6.2,-7.6,-7.3,-7.0,-6.2,-7.2,-7.6
c1(cc(ccc1N(=O)=O)N1CCN(C)CC1)NCCc1ccc(c(c1)OC)OC,-7.2,-7.0,-6.0,-6.2,-6.2,-6.0,-7.7,-6.5,-6.2,-5.8,-6.5,-5.9,-7.1,-6.0,-5.2,-5.7,-6.6,-7.2,-7.1,-5.0,-7.6,-5.8,-6.0,-6.0,-6.9,-6.4,-6.8,-5.8,-6.3,-6.5,-6.7,-6.1,-6.3,-8.0,-6.0,-6.8,-6.8,-6.5,-5.8,-6.7,-6.3
