SMILES,204_KAM,134_KAC,22_KAJ,80_KAD,154_KAN,296_KAW,92_KAM,140_KAC,260_KAF,192_KAO,220_KAH,310_KAQ,104_KAF,268_KAL,304_KAQ,342_KAI,290_KBA,322_KAK,210_KAF,34_KAS,178_KAA,56_KAS,58_KAF,72_KAI,8_KAI,200_KAR,134_KAH,212_KAL,286_KAM,182_KAD,216_KAN,284_KAJ,148_KAG,340_KAH,314_KAF,222_KAV,140_KAD,168_KAK,22_KAI,156_KAE,216_KAA
C(=O)(Nc1cc(ccc1O)S(=O)(=O)N(CC)CC)c1c(c(c([nH]1)C)C(=O)C)CC,-5.0,-7.0,-6.7,-5.8,-5.7,-7.5,-5.8,-5.8,-6.1,-8.2,-5.6,-7.3,-7.4,-6.2,-6.6,-6.6,-6.6,-5.5,-7.2,-6.7,-6.4,-7.0,-6.7,-6.6,-6.8,-6.3,-6.9,-6.3,-6.1,-7.3,-7.4,-5.9,-7.2,-6.0,-6.5,-6.4,-6.3,-6.0,-6.8,-6.0,-7.1
[C@H]([C@@H]1CCCO1)(NCC)Cc1ccccc1,-4.2,-5.1,-5.5,-4.4,-4.8,-6.1,-4.9,-5.4,-5.0,-6.5,-4.8,-5.6,-5.8,-5.4,-5.6,-5.3,-5.8,-4.4,-6.0,-4.6,-5.9,-5.2,-5.1,-5.2,-4.9,-5.7,-5.3,-5.2,-4.8,-5.9,-5.1,-4.1,-5.9,-4.9,-5.0,-5.1,-5.4,-4.5,-5.3,-5.3,-6.0
Cc1cccc2c1nc(n2CCCC1CCNCC1)COc1ccc(Cl)cc1,-5.5,-6.8,-7.2,-6.6,-6.4,-8.0,-6.3,-6.6,-6.6,-8.2,-5.8,-7.6,-7.3,-8.0,-7.5,-6.5,-7.6,-6.2,-8.1,-6.2,-6.7,-7.3,-7.2,-6.7,-7.9,-6.4,-7.7,-6.2,-6.7,-7.5,-7.1,-6.1,-7.6,-6.6,-6.5,-6.8,-6.6,-5.6,-7.4,-7.0,-7.9
N(c1ncc2c(n1)N(C(=O)CC2)c1ccccn1)c1cc(c(c(c1)OC)OC)OC,-5.2,-6.6,-7.1,-6.1,-6.1,-7.8,-6.5,-6.4,-7.1,-8.5,-6.2,-6.6,-7.2,-7.0,-7.5,-5.4,-7.7,-5.8,-8.3,-6.2,-6.8,-6.5,-6.8,-7.0,-6.4,-6.7,-7.5,-5.9,-6.6,-7.7,-7.0,-6.5,-7.5,-6.6,-7.1,-6.2,-5.9,-6.2,-8.6,-5.9,-7.7
c1(ccc2cc(oc(=O)c2c1)CCCO)C#Cc1n(C)cnc1,-5.4,-6.4,-6.7,-5.8,-5.9,-7.2,-6.0,-5.7,-6.4,-7.8,-5.7,-7.2,-7.4,-6.4,-7.1,-6.1,-6.7,-5.7,-7.7,-6.1,-6.9,-6.3,-6.9,-6.5,-6.9,-6.6,-6.8,-6.4,-5.7,-6.5,-6.9,-5.4,-7.3,-6.5,-6.8,-6.4,-5.6,-5.9,-7.1,-6.4,-7.4
c1(c(cc(cc1C(C)(C)C)/C=C/c1ccc(F)cc1)C(C)(C)C)OC[C@@H](O)CNC(C)C,-4.4,-6.6,-7.0,-5.8,-5.9,-8.2,-5.6,-6.2,-6.4,-8.6,-5.5,-5.7,-6.3,-7.1,-6.7,-5.1,-7.0,-6.0,-8.8,-6.1,-6.2,-6.6,-6.7,-7.0,-6.9,-5.5,-6.9,-6.3,-6.0,-7.0,-7.2,-5.5,-7.5,-6.7,-6.6,-6.7,-5.7,-6.5,-6.8,-6.8,-7.5
c1(nccn1Cc1ccncc1)S,-3.3,-4.6,-4.3,-3.6,-4.0,-4.7,-4.0,-3.8,-4.3,-5.3,-3.8,-4.8,-4.8,-4.2,-4.7,-4.0,-4.6,-3.7,-4.8,-4.1,-4.7,-4.6,-4.3,-4.0,-4.3,-5.4,-4.5,-4.3,-4.0,-5.2,-4.3,-3.6,-5.1,-3.9,-4.1,-4.3,-4.1,-4.0,-4.3,-4.4,-4.8
[C@H]1(CCCN1C(=O)c1ccc(F)cc1)c1nc(C)c(cn1)C(=O)N,-5.2,-7.2,-7.2,-6.3,-7.0,-8.3,-6.2,-7.0,-6.9,-8.4,-6.3,-7.3,-7.7,-7.7,-7.4,-6.3,-7.6,-6.3,-8.2,-6.5,-6.4,-7.6,-7.5,-7.6,-6.8,-5.4,-7.5,-6.5,-6.8,-8.0,-7.2,-6.4,-8.2,-6.2,-7.4,-6.7,-6.5,-6.6,-7.1,-6.9,-8.2
[C@H]1(CCCN(C1)CC1CCCCC1)NC(=O)CCN1CCOCC1,-5.0,-5.8,-6.6,-5.6,-5.7,-7.3,-5.5,-5.7,-5.8,-7.6,-5.6,-6.8,-6.5,-6.2,-6.2,-5.9,-6.4,-5.8,-7.3,-5.4,-6.1,-6.0,-6.4,-6.0,-5.9,-5.6,-6.4,-5.8,-5.4,-6.8,-6.5,-5.3,-7.1,-5.7,-6.6,-5.7,-6.0,-6.1,-6.2,-6.0,-7.0
N(C(=O)Nc1ccccc1)Cc1c(N)ncc(Cl)n1,-4.9,-6.7,-6.4,-6.0,-5.4,-7.4,-5.6,-5.7,-6.3,-7.6,-6.0,-7.6,-7.0,-6.4,-6.3,-6.4,-6.7,-5.7,-7.2,-5.7,-7.1,-6.0,-6.9,-6.1,-7.2,-7.1,-6.5,-6.7,-5.8,-6.9,-6.5,-5.7,-7.2,-5.7,-6.3,-6.0,-6.4,-6.2,-6.8,-6.8,-6.8
C(=O)(N1CCN(CC1)c1cccc(C)c1C)c1ccc(C)o1,-5.6,-6.2,-6.8,-6.0,-6.0,-8.0,-6.7,-6.2,-6.4,-8.5,-6.3,-6.7,-7.3,-6.8,-6.7,-6.5,-7.1,-6.1,-7.8,-6.3,-7.0,-6.6,-6.9,-7.1,-7.0,-6.3,-7.5,-6.5,-6.3,-7.5,-6.6,-5.9,-7.6,-6.6,-6.6,-6.2,-6.0,-6.6,-6.5,-6.6,-7.7
Cc1c(c2ccccc2n1CCN1CCO[C@@H](C1)O)[C@H](O)c1cccc2ccccc12,-6.7,-7.7,-8.2,-7.3,-7.5,-9.2,-8.2,-7.4,-7.9,-9.6,-7.0,-7.9,-9.4,-8.7,-8.1,-6.9,-8.5,-7.4,-9.6,-7.4,-7.1,-8.4,-8.5,-8.3,-7.9,-7.2,-8.8,-8.4,-7.5,-8.2,-8.0,-7.0,-9.5,-7.5,-7.8,-7.7,-6.9,-7.5,-8.4,-8.2,-9.5
c1(ccc2c(c1)[C@@H]1OCCC[C@@H]1[C@H](N2)c1ccccc1)C(=O)O,-6.3,-7.7,-7.9,-6.7,-6.5,-8.8,-7.2,-6.8,-7.2,-8.9,-6.5,-7.4,-8.2,-7.9,-7.8,-6.5,-8.3,-6.3,-8.8,-6.5,-7.6,-7.3,-7.7,-7.4,-7.0,-6.0,-8.3,-6.6,-6.9,-8.2,-7.4,-6.3,-8.3,-7.0,-7.0,-7.5,-7.0,-7.0,-8.1,-7.2,-8.0
N(c1nc(cn2ccnc12)c1cccc(c1)C(=O)Nc1cccc(c1)C(=O)O)c1ccc(c(c1)OC)OC,-6.5,-8.6,-8.7,-7.4,-7.0,-9.6,-8.1,-7.9,-9.1,-9.7,-7.8,-8.9,-9.2,-8.5,-9.4,-7.4,-8.5,-7.2,-9.3,-7.6,-8.1,-9.0,-8.6,-8.7,-8.8,-7.1,-9.3,-8.4,-8.3,-8.4,-8.6,-7.6,-9.0,-7.9,-8.5,-8.5,-8.0,-8.0,-9.8,-8.5,-10.0
C(=O)(N1CC=C2C(=C(C([C@@H]([C@@H]2C1)c1ccsc1)(C#N)C#N)N)C#N)OCC,-4.5,-5.5,-5.6,-5.1,-4.7,-6.3,-4.8,-5.1,-5.7,-6.1,-4.9,-4.8,-6.6,-6.0,-6.2,-5.4,-5.9,-5.1,-6.3,-4.8,-5.3,-6.3,-4.9,-5.6,-5.8,-3.5,-5.4,-5.0,-5.3,-6.0,-5.2,-5.4,-6.7,-4.8,-5.3,-5.0,-5.2,-5.3,-5.5,-5.0,-6.3
C(=C=C1CNc2ccccc12)(C(=C(C#N)C#N)N)C#N,-5.0,-5.7,-6.0,-5.3,-6.0,-6.6,-5.7,-6.0,-5.8,-7.1,-5.1,-6.4,-6.5,-5.9,-5.9,-5.8,-6.5,-5.1,-6.7,-5.4,-6.0,-5.9,-6.3,-5.9,-5.7,-6.3,-6.6,-5.8,-5.5,-6.3,-5.9,-4.9,-6.9,-5.4,-5.8,-5.6,-5.8,-5.4,-6.1,-5.7,-6.2
C[C@H]1CN(C(=O)c2ccccc2)CCN1c1nnc(c2ccccc12)c1ccc(cc1)C(C)(C)C,-6.1,-7.8,-9.2,-6.6,-7.6,-11.9,-7.4,-8.1,-8.7,-12.2,-6.9,-8.4,-7.4,-8.5,-8.4,-6.1,-9.2,-7.4,-10.1,-8.4,-7.2,-7.5,-7.2,-9.3,-7.8,-5.0,-9.3,-6.5,-8.0,-8.9,-8.0,-7.5,-9.5,-8.7,-7.8,-7.4,-6.9,-8.4,-7.6,-7.8,-9.7
C(=O)(N[C@@H]1C(=O)N(C)c2ccccc2c2ccccc12)[C@H](C)C(=O)N[C@H](c1ccccc1)CO,-5.7,-7.7,-8.5,-7.2,-6.5,-10.2,-8.1,-7.6,-8.6,-9.9,-7.0,-7.7,-9.0,-8.4,-8.5,-6.6,-8.8,-7.2,-9.5,-7.4,-7.3,-7.7,-8.4,-7.9,-7.9,-6.8,-8.6,-7.8,-7.4,-8.8,-8.3,-6.9,-9.6,-8.0,-8.2,-7.2,-7.5,-7.2,-9.1,-7.5,-9.4
c1(csc(NC(=O)CSc2nnc(C)n2C)n1)CC(=O)OCC,-4.3,-5.7,-5.8,-5.0,-4.9,-6.5,-5.1,-5.2,-5.3,-6.6,-5.1,-6.0,-6.3,-5.6,-6.2,-5.5,-5.8,-5.0,-6.2,-5.1,-5.5,-5.6,-5.7,-5.5,-5.9,-5.3,-6.1,-5.7,-5.4,-6.1,-5.6,-5.1,-6.5,-5.1,-5.7,-5.3,-5.1,-5.6,-6.1,-5.4,-6.0
n1(cnc2c(ncnc12)N[C@H]1CC[C@@H]2O[C@@H]2C1)[C@H]1O[C@@H]([C@@H]([C@@H]1O)O)C(=O)NCC,-5.2,-7.1,-7.6,-6.4,-6.4,-8.0,-6.1,-6.8,-6.8,-8.2,-7.0,-8.7,-7.7,-6.9,-6.9,-6.5,-7.2,-6.4,-7.6,-6.6,-6.3,-7.0,-6.8,-6.8,-7.4,-6.6,-7.5,-7.6,-6.3,-7.8,-7.2,-6.8,-8.1,-6.1,-7.4,-6.7,-6.3,-7.0,-6.9,-6.5,-7.4
N(C1CC1)(C[C@@H](c1ccc(F)cc1)O)CC(=O)NC1CCOCC1,-4.6,-6.1,-6.5,-4.8,-5.8,-7.3,-5.5,-5.6,-5.9,-7.6,-5.1,-6.9,-7.1,-6.0,-5.6,-6.2,-6.5,-5.2,-7.2,-5.2,-6.0,-6.4,-6.5,-6.0,-6.5,-6.1,-6.6,-5.8,-5.0,-6.6,-6.2,-4.9,-7.5,-5.5,-6.0,-6.2,-5.6,-5.6,-6.1,-6.0,-6.4
N(C(=O)[C@@H](C)c1ccc(cc1)N(=O)=O)c1c(cccc1)C(=O)OC,-5.1,-6.3,-6.6,-5.6,-6.4,-7.7,-5.9,-6.2,-6.4,-7.7,-5.8,-7.1,-7.1,-6.4,-6.5,-5.9,-6.9,-5.7,-7.5,-6.1,-6.1,-7.0,-6.7,-6.7,-6.0,-5.2,-6.8,-6.0,-5.9,-6.8,-6.3,-5.2,-7.6,-6.0,-6.2,-6.2,-6.2,-5.6,-6.6,-6.5,-6.9
n1(nnc2c(ncnc12)NCCc1ccccn1)Cc1c(F)cccc1,-5.4,-6.8,-7.2,-6.3,-6.0,-7.8,-6.3,-6.6,-6.7,-8.8,-6.6,-7.5,-7.6,-6.9,-7.1,-6.7,-7.1,-6.1,-8.4,-6.3,-7.4,-7.0,-7.4,-6.8,-7.3,-7.4,-7.5,-6.8,-6.3,-7.5,-7.1,-5.8,-7.9,-6.6,-6.9,-6.4,-7.4,-6.5,-7.7,-6.7,-7.7
n1(ncc2nc(NC(=O)Nc3ccc(cc3)OC)n3nc(nc3c12)c1ccco1)CCC,-5.4,-7.0,-7.7,-7.0,-6.9,-8.8,-6.8,-7.0,-7.6,-9.1,-6.5,-8.4,-7.5,-7.2,-7.6,-6.9,-7.9,-6.5,-8.1,-7.2,-6.6,-7.5,-7.6,-7.6,-7.4,-6.6,-8.3,-6.8,-6.7,-7.8,-7.9,-7.0,-8.2,-7.6,-7.5,-7.2,-6.2,-7.7,-8.1,-7.7,-8.3
c1(ccc(cc1)C(=O)N/N=C/c1cccc(C)n1)NC(=O)c1cccc(C)c1,-5.7,-7.0,-7.9,-6.6,-7.2,-8.9,-6.4,-6.8,-7.3,-9.5,-6.4,-8.0,-7.8,-6.8,-7.3,-7.1,-7.5,-6.9,-8.9,-6.7,-6.1,-7.1,-7.3,-7.0,-7.7,-7.6,-7.8,-6.8,-7.0,-7.8,-7.2,-6.6,-7.8,-7.0,-7.6,-6.6,-6.9,-7.3,-7.5,-6.8,-9.0
c1([nH]c2ccccc2c1Sc1ccccc1)C(=O)OC(C)(C)C,-5.0,-6.6,-6.5,-6.1,-6.4,-8.6,-6.3,-6.2,-6.0,-7.8,-5.7,-7.5,-7.1,-7.0,-6.8,-5.7,-7.6,-5.8,-7.7,-5.8,-6.5,-6.8,-6.3,-6.5,-6.7,-6.2,-7.2,-5.9,-5.5,-6.9,-6.4,-5.5,-7.8,-6.2,-6.0,-6.1,-6.2,-5.4,-6.1,-6.4,-7.6
C(=O)(N/N=C/c1ccoc1)c1cc(cc(C)c1)C,-4.9,-5.9,-6.0,-5.5,-5.4,-7.1,-5.5,-5.8,-6.3,-7.6,-5.9,-6.8,-7.0,-6.5,-6.3,-6.1,-6.3,-5.2,-7.2,-5.6,-6.4,-6.0,-6.2,-6.0,-6.9,-6.6,-6.5,-5.8,-5.5,-6.2,-6.3,-5.4,-7.0,-5.6,-5.5,-5.7,-6.1,-5.9,-6.2,-6.4,-6.7
[C@@H](c1c(cc(cc1OC)OC)OC)(N1CCCCC1)[C@H](c1cnc(c(c1)N(=O)=O)OC)S(=O)(=O)C,-4.7,-5.4,-5.7,-5.5,-4.9,-7.1,-5.2,-5.1,-4.8,-6.9,-4.8,-6.0,-5.8,-6.0,-5.6,-5.1,-5.5,-4.6,-5.5,-4.9,-4.5,-5.3,-4.9,-5.6,-5.3,-3.5,-6.8,-5.0,-4.5,-6.1,-5.4,-5.0,-4.9,-4.9,-5.4,-4.9,-5.1,-5.4,-5.0,-4.5,-6.3
O=C(Nc1nc(cs1)c1cccs1)c1ccc(Cl)cc1,-5.0,-6.3,-6.6,-5.5,-5.4,-7.5,-5.7,-6.2,-6.4,-7.9,-6.1,-7.3,-7.1,-6.7,-6.4,-6.8,-6.6,-5.5,-7.5,-5.9,-6.0,-6.1,-6.5,-6.4,-6.6,-6.8,-6.7,-6.2,-5.6,-6.9,-6.9,-5.6,-7.5,-6.0,-6.3,-6.0,-6.2,-6.0,-6.7,-5.9,-7.0
c1(nc2cc(cc(c2nc1c1ccccc1)N)N)Oc1ccc(cc1)OC,-5.6,-7.0,-7.5,-6.9,-7.4,-8.6,-7.3,-6.8,-7.0,-8.3,-6.4,-7.5,-7.5,-8.2,-7.7,-6.2,-7.8,-6.4,-8.1,-6.5,-6.6,-7.4,-7.7,-7.7,-7.1,-7.0,-7.9,-6.7,-6.9,-7.6,-7.3,-6.5,-8.3,-6.9,-6.9,-7.1,-7.2,-6.9,-7.6,-7.5,-8.2
c1(c(c2n(c1C1CC1)CCN(/C(=N/C(C)(C)C)/O)C2)C(=N)O)c1ccc(C)cc1,-6.5,-7.3,-7.6,-6.8,-6.3,-8.4,-6.1,-6.6,-6.8,-8.7,-6.0,-6.4,-7.4,-6.9,-7.3,-5.3,-7.8,-5.9,-8.2,-6.7,-5.7,-7.1,-6.8,-7.6,-6.5,-6.1,-8.1,-6.4,-6.5,-7.3,-6.5,-6.3,-8.3,-6.5,-6.7,-6.6,-6.2,-7.2,-8.0,-7.0,-7.5
n1(c(=O)n(c(=O)c2sccc12)Cc1ccc(F)cc1)CC(=O)N(CC)CC,-4.9,-6.1,-6.7,-6.0,-5.4,-7.6,-5.8,-6.0,-6.4,-7.6,-5.4,-6.8,-7.1,-6.9,-6.3,-5.1,-7.3,-5.7,-7.3,-5.7,-6.4,-6.6,-6.5,-6.6,-6.6,-4.5,-7.2,-5.9,-6.1,-6.9,-6.6,-5.8,-7.1,-6.0,-6.0,-5.9,-6.0,-6.1,-6.1,-6.2,-6.9
n1(c(nc2cc(ccc12)C(=O)Nc1ccccc1)O)C(C)C,-5.4,-6.7,-6.6,-5.9,-6.5,-7.7,-5.9,-6.3,-6.7,-8.5,-6.0,-7.3,-7.7,-6.6,-6.9,-6.8,-6.9,-5.7,-8.6,-6.2,-6.1,-6.6,-6.8,-6.7,-6.5,-7.1,-7.2,-6.4,-6.3,-7.1,-6.7,-6.1,-7.5,-6.4,-7.0,-6.1,-6.0,-6.2,-7.2,-6.4,-7.6
N(C(=O)c1cc(nc2ccccc12)c1ccccn1)c1cccc(c1)C(=O)N(CC)CC,-5.9,-7.5,-7.9,-6.3,-6.5,-9.6,-6.9,-7.2,-7.8,-9.5,-6.5,-8.1,-8.1,-8.0,-7.6,-6.5,-8.3,-6.8,-9.4,-6.9,-6.9,-7.4,-8.3,-7.8,-7.3,-6.9,-8.2,-6.9,-6.9,-8.6,-8.4,-6.9,-9.0,-7.8,-7.7,-7.9,-6.5,-6.8,-8.7,-7.0,-8.8
c1(ccc(Cl)cc1Cl)OC(=O)C(=C)C,-4.1,-5.0,-5.0,-4.0,-5.2,-6.1,-4.7,-4.7,-4.9,-6.3,-4.3,-5.2,-5.4,-5.0,-5.1,-5.1,-5.5,-4.0,-5.7,-4.7,-5.6,-5.1,-5.0,-4.5,-4.9,-6.0,-5.1,-4.7,-4.5,-5.2,-4.6,-3.9,-5.9,-4.6,-4.8,-4.7,-4.7,-4.4,-4.9,-5.2,-5.6
Cc1c(Br)cc(Br)c2ncc(n12)CSCc1ccccc1,-4.8,-6.4,-6.8,-5.5,-5.2,-7.9,-5.9,-5.8,-6.1,-8.1,-5.6,-6.6,-7.0,-6.4,-6.4,-5.9,-6.8,-5.0,-7.6,-6.0,-6.1,-6.6,-6.2,-6.2,-6.3,-6.3,-6.6,-6.2,-5.5,-6.3,-6.0,-4.8,-6.8,-6.0,-5.2,-6.3,-5.8,-5.0,-6.7,-6.0,-6.7
N(C(=O)CSCc1ccco1)c1ccc(C)cc1,-4.2,-5.5,-5.6,-5.2,-5.0,-6.5,-4.9,-5.3,-5.2,-6.9,-4.9,-6.2,-5.9,-5.9,-5.6,-5.2,-5.9,-4.9,-6.2,-5.4,-5.1,-5.8,-5.5,-5.5,-6.0,-5.8,-5.8,-5.4,-4.8,-5.8,-5.8,-4.7,-6.0,-5.4,-4.9,-5.4,-5.3,-4.8,-5.4,-5.6,-6.1
[C@@](c1ccc(F)cc1F)(O)(CN1C(=O)COc2ccccc12)Cn1cncn1,-5.6,-6.1,-8.0,-5.8,-6.0,-8.4,-6.1,-6.0,-7.0,-8.5,-6.1,-7.4,-7.7,-7.2,-7.0,-5.5,-8.0,-5.6,-7.9,-5.7,-7.3,-7.6,-6.9,-7.1,-6.8,-5.3,-7.2,-5.9,-6.6,-7.6,-6.4,-6.0,-7.7,-6.2,-6.8,-6.9,-6.2,-6.2,-6.7,-7.0,-7.8
O=C(N1CCOCC1)CN1C(=O)CCC1=O,-4.0,-5.1,-5.4,-4.5,-4.7,-5.5,-4.5,-4.5,-4.8,-6.0,-4.9,-5.6,-5.3,-5.0,-5.6,-4.8,-5.4,-4.7,-5.7,-4.7,-4.9,-5.6,-5.0,-5.0,-5.4,-5.8,-5.7,-5.0,-4.3,-5.6,-5.3,-4.5,-5.8,-4.7,-5.1,-4.6,-4.5,-4.8,-5.2,-5.1,-5.3
c1(cccc2[nH]c(nc12)c1ccccc1O)C(=O)O,-5.9,-6.6,-7.0,-6.0,-5.9,-7.5,-6.0,-6.0,-6.4,-8.1,-6.4,-7.8,-7.3,-6.5,-6.8,-6.9,-7.2,-6.7,-7.8,-6.8,-6.8,-7.0,-6.8,-6.6,-7.0,-7.8,-7.6,-6.7,-6.0,-7.3,-7.0,-5.8,-7.7,-6.2,-6.2,-6.6,-6.2,-6.4,-7.2,-7.1,-7.4
N1(C(=O)c2ccccc2N[C@H]1C(C)C)CC(=O)Nc1nc(C)c(s1)C,-5.4,-6.8,-7.6,-6.0,-6.3,-8.1,-6.4,-7.0,-7.0,-8.7,-6.1,-8.3,-8.3,-7.6,-6.9,-5.9,-7.9,-6.3,-8.3,-6.6,-6.3,-7.2,-7.3,-7.1,-6.9,-6.2,-7.4,-6.2,-6.4,-7.5,-7.1,-6.7,-8.1,-6.3,-6.7,-6.6,-6.4,-6.6,-7.6,-6.4,-7.7
c1(nc(c2nc(n(c2n1)Cc1ccccc1)O)N)CCCC,-5.4,-6.3,-6.5,-5.7,-6.0,-7.5,-6.5,-6.1,-6.2,-8.0,-5.7,-6.9,-7.2,-6.5,-6.7,-6.0,-7.2,-5.4,-7.3,-5.5,-6.1,-6.4,-6.6,-6.6,-6.9,-7.0,-7.0,-6.2,-5.8,-7.0,-6.7,-5.3,-7.1,-5.9,-6.1,-6.4,-5.9,-6.0,-6.6,-6.5,-7.2
C(=O)(N1CCN(CC1)c1cc(ccn1)C(F)(F)F)[C@]1(CC[C@H](C1)N[C@@H]1[C@@H](COCC1)OC)C,-6.1,-7.6,-8.2,-6.5,-6.6,-9.4,-7.1,-7.1,-7.1,-9.3,-6.6,-8.0,-8.0,-7.7,-7.7,-6.6,-7.7,-6.6,-8.9,-7.1,-7.4,-7.7,-7.2,-7.5,-8.0,-6.5,-7.9,-7.8,-7.1,-8.1,-7.6,-6.9,-8.3,-7.1,-7.6,-7.5,-6.8,-7.2,-7.8,-6.6,-8.4
C(=O)(NCc1ccccc1)c1c(n(C)c(=S)s1)N,-4.8,-6.2,-6.2,-5.4,-5.9,-6.6,-5.1,-5.8,-5.9,-7.1,-6.0,-6.6,-6.7,-6.0,-6.0,-6.2,-6.2,-5.2,-7.0,-5.6,-5.8,-5.8,-5.9,-6.0,-6.7,-6.6,-6.6,-6.0,-5.2,-6.3,-6.3,-5.2,-7.0,-5.4,-6.1,-5.9,-6.0,-5.7,-6.6,-5.8,-6.2
N1(CCOC[C@H](C1)Oc1cccnc1)Cc1ccc(cc1)OC,-4.7,-6.3,-6.6,-5.6,-5.2,-7.3,-5.6,-6.0,-6.1,-7.5,-5.7,-6.6,-6.7,-6.4,-6.5,-5.8,-6.6,-5.3,-7.6,-5.8,-5.9,-6.3,-6.3,-6.2,-6.1,-5.3,-6.6,-5.8,-5.8,-6.9,-6.3,-5.5,-7.0,-5.5,-6.1,-6.0,-6.0,-5.8,-6.1,-5.9,-7.0
N(c1ccc(cc1)OCC)(S(=O)(=O)c1c(C)noc1C)CC(=O)Nc1ccccc1C,-5.1,-6.5,-7.5,-6.5,-6.4,-7.9,-6.2,-6.4,-7.1,-8.1,-6.0,-6.5,-7.7,-7.3,-6.8,-5.7,-7.7,-5.7,-8.5,-6.0,-6.0,-6.8,-7.4,-7.3,-6.9,-6.4,-7.3,-6.0,-6.3,-7.6,-7.1,-6.0,-8.0,-6.7,-6.5,-6.9,-6.4,-6.2,-7.2,-6.5,-8.2
C(=O)(N[C@H]1CCOC1=O)CCCC(=O)C,-4.1,-4.8,-4.7,-4.2,-4.5,-5.7,-4.1,-4.5,-4.8,-5.8,-4.3,-5.5,-5.4,-4.4,-4.6,-4.9,-4.9,-4.4,-5.5,-4.4,-4.7,-4.9,-4.7,-4.4,-5.1,-5.3,-5.1,-4.7,-4.0,-5.2,-4.5,-3.8,-5.1,-4.5,-4.5,-5.0,-4.7,-4.9,-4.6,-5.1,-5.1
c1(ccccc1Sc1ccc(C)cc1N(=O)=O)C(=O)NC,-5.1,-6.5,-6.4,-5.0,-5.5,-7.8,-5.6,-5.6,-5.9,-7.2,-5.5,-6.8,-7.0,-6.4,-6.2,-5.1,-7.0,-5.2,-7.1,-5.4,-6.5,-6.0,-6.6,-6.1,-6.4,-6.0,-6.7,-6.1,-5.3,-6.4,-5.8,-5.0,-7.3,-5.4,-5.9,-5.9,-5.5,-5.6,-6.2,-6.2,-6.9
c1(nc2cc(c([nH]c2n1)C(F)(F)F)c1ccncc1)O,-5.3,-6.5,-6.7,-5.4,-5.8,-7.2,-5.6,-5.8,-6.1,-7.5,-6.0,-7.1,-7.1,-6.4,-6.4,-7.0,-6.8,-5.1,-7.1,-5.5,-6.3,-7.2,-6.3,-6.2,-6.1,-7.0,-6.8,-6.0,-5.5,-6.9,-6.3,-5.5,-7.4,-6.1,-6.0,-6.0,-5.8,-5.8,-6.2,-5.9,-7.3
c1(ccc(cc1)N1CCNCC1)C(=O)/C=C(\C(=O)O)/O,-6.0,-6.3,-6.3,-5.7,-5.9,-6.7,-5.6,-6.6,-6.4,-7.5,-6.0,-7.3,-6.6,-6.3,-6.7,-6.3,-6.4,-5.5,-6.9,-5.8,-6.1,-6.4,-6.5,-6.2,-6.3,-6.5,-6.5,-6.4,-5.7,-6.3,-6.0,-5.6,-7.1,-5.8,-6.4,-6.1,-6.2,-6.2,-6.7,-7.0,-6.9
C([P@@](=O)(O)[C@@H](N)CC1CCCCC1)/C(=C/c1ccc(cc1)C(F)(F)F)/C(=O)O,-5.3,-6.4,-7.5,-5.6,-5.7,-7.7,-6.2,-6.5,-7.1,-7.9,-5.6,-7.3,-7.2,-6.9,-6.4,-6.6,-7.9,-5.5,-7.8,-5.8,-7.2,-6.7,-6.4,-6.6,-6.4,-5.4,-7.4,-6.4,-6.2,-6.7,-6.9,-5.6,-7.9,-6.1,-6.8,-6.8,-6.0,-6.2,-7.0,-6.5,-8.1
[C@H]1(C[C@@H](CO1)COC(=O)c1ccc[nH]1)N1[C@@H](CCC1=O)OC,-5.1,-5.8,-6.0,-5.6,-5.5,-6.8,-5.3,-5.9,-5.6,-6.9,-5.5,-6.6,-6.5,-6.1,-6.3,-5.8,-6.0,-4.8,-7.0,-5.4,-5.8,-6.4,-6.3,-5.6,-6.6,-5.9,-6.1,-5.9,-5.1,-6.5,-6.3,-5.3,-6.9,-6.0,-5.7,-5.6,-6.1,-5.4,-6.1,-6.3,-6.7
c1([nH]c2ccc(cc2c1NC(=O)c1ccc(c(c1)OC)OC)OC)C(=O)OCC,-4.8,-6.1,-6.9,-5.8,-5.6,-7.5,-5.9,-6.1,-6.4,-7.5,-5.9,-7.7,-7.6,-6.7,-6.7,-5.6,-7.2,-5.9,-7.6,-6.1,-6.5,-6.6,-6.6,-6.8,-6.9,-5.9,-7.2,-5.9,-5.8,-7.0,-6.5,-5.9,-7.5,-5.9,-6.3,-6.7,-5.8,-5.8,-7.7,-6.4,-7.2
c1(ccc(c(c1)N(=O)=O)ONN(O)N1CCCCC1)N(=O)=O,-4.5,-6.1,-6.1,-5.1,-5.5,-6.9,-5.6,-5.6,-5.8,-7.2,-5.5,-6.7,-6.5,-6.0,-6.4,-5.8,-6.1,-5.0,-6.9,-5.6,-5.6,-5.9,-6.0,-5.8,-6.2,-6.2,-6.5,-5.8,-5.2,-6.4,-6.2,-5.3,-6.8,-5.6,-5.9,-6.0,-5.8,-5.5,-6.6,-5.8,-6.7
